0016070 Bypass Cerebral Ventricle to Nasopharynx with Autologous Tissue Substitute, Open Approach
0RHC08Z Insertion of Spacer into Right Temporomandibular Joint, Open Approach
0RHC33Z Insertion of Infusion Device into Right Temporomandibular Joint, Percutaneous Approach
0RHC34Z Insertion of Internal Fixation Device into Right Temporomandibular Joint, Percutaneous Approach
0RHC38Z Insertion of Spacer into Right Temporomandibular Joint, Percutaneous Approach
0RHC43Z Insertion of Infusion Device into Right Temporomandibular Joint, Percutaneous Endoscopic Approach
0RHC44Z Insertion of Internal Fixation Device into Right Temporomandibular Joint, Percutaneous Endoscopic Approach
0RHC48Z Insertion of Spacer into Right Temporomandibular Joint, Percutaneous Endoscopic Approach
0RHD03Z Insertion of Infusion Device into Left Temporomandibular Joint, Open Approach
0RHD04Z Insertion of Internal Fixation Device into Left Temporomandibular Joint, Open Approach
0RHD08Z Insertion of Spacer into Left Temporomandibular Joint, Open Approach
0RHD33Z Insertion of Infusion Device into Left Temporomandibular Joint, Percutaneous Approach
0RHD34Z Insertion of Internal Fixation Device into Left Temporomandibular Joint, Percutaneous Approach
0RHD38Z Insertion of Spacer into Left Temporomandibular Joint, Percutaneous Approach
0RHD43Z Insertion of Infusion Device into Left Temporomandibular Joint, Percutaneous Endoscopic Approach
0RHD44Z Insertion of Internal Fixation Device into Left Temporomandibular Joint, Percutaneous Endoscopic Approach
0RHD48Z Insertion of Spacer into Left Temporomandibular Joint, Percutaneous Endoscopic Approach
0RHE03Z Insertion of Infusion Device into Right Sternoclavicular Joint, Open Approach
0RHE04Z Insertion of Internal Fixation Device into Right Sternoclavicular Joint, Open Approach
0RHE08Z Insertion of Spacer into Right Sternoclavicular Joint, Open Approach
0RHE33Z Insertion of Infusion Device into Right Sternoclavicular Joint, Percutaneous Approach
0RHE34Z Insertion of Internal Fixation Device into Right Sternoclavicular Joint, Percutaneous Approach
0RHE38Z Insertion of Spacer into Right Sternoclavicular Joint, Percutaneous Approach
0RHE43Z Insertion of Infusion Device into Right Sternoclavicular Joint, Percutaneous Endoscopic Approach
0RHE44Z Insertion of Internal Fixation Device into Right Sternoclavicular Joint, Percutaneous Endoscopic Approach
0RHE48Z Insertion of Spacer into Right Sternoclavicular Joint, Percutaneous Endoscopic Approach
0RHF03Z Insertion of Infusion Device into Left Sternoclavicular Joint, Open Approach
0RHF04Z Insertion of Internal Fixation Device into Left Sternoclavicular Joint, Open Approach
0RHF08Z Insertion of Spacer into Left Sternoclavicular Joint, Open Approach
0RHF33Z Insertion of Infusion Device into Left Sternoclavicular Joint, Percutaneous Approach
0RHF34Z Insertion of Internal Fixation Device into Left Sternoclavicular Joint, Percutaneous Approach
0RHF38Z Insertion of Spacer into Left Sternoclavicular Joint, Percutaneous Approach
0RHF43Z Insertion of Infusion Device into Left Sternoclavicular Joint, Percutaneous Endoscopic Approach
0RHF44Z Insertion of Internal Fixation Device into Left Sternoclavicular Joint, Percutaneous Endoscopic Approach
0RHF48Z Insertion of Spacer into Left Sternoclavicular Joint, Percutaneous Endoscopic Approach
0RHG03Z Insertion of Infusion Device into Right Acromioclavicular Joint, Open Approach
0RHG04Z Insertion of Internal Fixation Device into Right Acromioclavicular Joint, Open Approach
0RHG08Z Insertion of Spacer into Right Acromioclavicular Joint, Open Approach
0RHG33Z Insertion of Infusion Device into Right Acromioclavicular Joint, Percutaneous Approach
0RHG34Z Insertion of Internal Fixation Device into Right Acromioclavicular Joint, Percutaneous Approach
0RHG38Z Insertion of Spacer into Right Acromioclavicular Joint, Percutaneous Approach
0RHG43Z Insertion of Infusion Device into Right Acromioclavicular Joint, Percutaneous Endoscopic Approach
0RHG44Z Insertion of Internal Fixation Device into Right Acromioclavicular Joint, Percutaneous Endoscopic Approach
0RHG48Z Insertion of Spacer into Right Acromioclavicular Joint, Percutaneous Endoscopic Approach
0RHH03Z Insertion of Infusion Device into Left Acromioclavicular Joint, Open Approach
0RHH04Z Insertion of Internal Fixation Device into Left Acromioclavicular Joint, Open Approach
0RHH08Z Insertion of Spacer into Left Acromioclavicular Joint, Open Approach
0RHH33Z Insertion of Infusion Device into Left Acromioclavicular Joint, Percutaneous Approach
0RHH34Z Insertion of Internal Fixation Device into Left Acromioclavicular Joint, Percutaneous Approach
0RHH38Z Insertion of Spacer into Left Acromioclavicular Joint, Percutaneous Approach
0RHH43Z Insertion of Infusion Device into Left Acromioclavicular Joint, Percutaneous Endoscopic Approach
0RHH44Z Insertion of Internal Fixation Device into Left Acromioclavicular Joint, Percutaneous Endoscopic Approach
0RHH48Z Insertion of Spacer into Left Acromioclavicular Joint, Percutaneous Endoscopic Approach
0RHJ03Z Insertion of Infusion Device into Right Shoulder Joint, Open Approach
0RHJ04Z Insertion of Internal Fixation Device into Right Shoulder Joint, Open Approach
0RHJ08Z Insertion of Spacer into Right Shoulder Joint, Open Approach
0RHJ33Z Insertion of Infusion Device into Right Shoulder Joint, Percutaneous Approach
0RHJ34Z Insertion of Internal Fixation Device into Right Shoulder Joint, Percutaneous Approach
0RHJ38Z Insertion of Spacer into Right Shoulder Joint, Percutaneous Approach
0RHJ43Z Insertion of Infusion Device into Right Shoulder Joint, Percutaneous Endoscopic Approach
0RHJ44Z Insertion of Internal Fixation Device into Right Shoulder Joint, Percutaneous Endoscopic Approach
0RHJ48Z Insertion of Spacer into Right Shoulder Joint, Percutaneous Endoscopic Approach
0RHK03Z Insertion of Infusion Device into Left Shoulder Joint, Open Approach
0RHK04Z Insertion of Internal Fixation Device into Left Shoulder Joint, Open Approach
0RHK08Z Insertion of Spacer into Left Shoulder Joint, Open Approach
0RHK33Z Insertion of Infusion Device into Left Shoulder Joint, Percutaneous Approach
0RHK34Z Insertion of Internal Fixation Device into Left Shoulder Joint, Percutaneous Approach
0RHK38Z Insertion of Spacer into Left Shoulder Joint, Percutaneous Approach
0RHK43Z Insertion of Infusion Device into Left Shoulder Joint, Percutaneous Endoscopic Approach
0RHK44Z Insertion of Internal Fixation Device into Left Shoulder Joint, Percutaneous Endoscopic Approach
0RHK48Z Insertion of Spacer into Left Shoulder Joint, Percutaneous Endoscopic Approach
0RHL03Z Insertion of Infusion Device into Right Elbow Joint, Open Approach
0RHL04Z Insertion of Internal Fixation Device into Right Elbow Joint, Open Approach
0RHL05Z Insertion of External Fixation Device into Right Elbow Joint, Open Approach
0RHL08Z Insertion of Spacer into Right Elbow Joint, Open Approach
0RHL33Z Insertion of Infusion Device into Right Elbow Joint, Percutaneous Approach
0RHL34Z Insertion of Internal Fixation Device into Right Elbow Joint, Percutaneous Approach
0RHL35Z Insertion of External Fixation Device into Right Elbow Joint, Percutaneous Approach
0RHL38Z Insertion of Spacer into Right Elbow Joint, Percutaneous Approach
0RHL43Z Insertion of Infusion Device into Right Elbow Joint, Percutaneous Endoscopic Approach
0RHL44Z Insertion of Internal Fixation Device into Right Elbow Joint, Percutaneous Endoscopic Approach
0RHL45Z Insertion of External Fixation Device into Right Elbow Joint, Percutaneous Endoscopic Approach
0RHL48Z Insertion of Spacer into Right Elbow Joint, Percutaneous Endoscopic Approach
0RHM03Z Insertion of Infusion Device into Left Elbow Joint, Open Approach
0RHM04Z Insertion of Internal Fixation Device into Left Elbow Joint, Open Approach
0RHM05Z Insertion of External Fixation Device into Left Elbow Joint, Open Approach
0RHM08Z Insertion of Spacer into Left Elbow Joint, Open Approach
0RHM33Z Insertion of Infusion Device into Left Elbow Joint, Percutaneous Approach
0RHM34Z Insertion of Internal Fixation Device into Left Elbow Joint, Percutaneous Approach
0RHM35Z Insertion of External Fixation Device into Left Elbow Joint, Percutaneous Approach
0RHM38Z Insertion of Spacer into Left Elbow Joint, Percutaneous Approach
0RHM43Z Insertion of Infusion Device into Left Elbow Joint, Percutaneous Endoscopic Approach
0RHM44Z Insertion of Internal Fixation Device into Left Elbow Joint, Percutaneous Endoscopic Approach
0RHM45Z Insertion of External Fixation Device into Left Elbow Joint, Percutaneous Endoscopic Approach
0RHM48Z Insertion of Spacer into Left Elbow Joint, Percutaneous Endoscopic Approach
0RHN03Z Insertion of Infusion Device into Right Wrist Joint, Open Approach
0RHN04Z Insertion of Internal Fixation Device into Right Wrist Joint, Open Approach
0RHN05Z Insertion of External Fixation Device into Right Wrist Joint, Open Approach
0RHN08Z Insertion of Spacer into Right Wrist Joint, Open Approach
0RHN33Z Insertion of Infusion Device into Right Wrist Joint, Percutaneous Approach
0RHN34Z Insertion of Internal Fixation Device into Right Wrist Joint, Percutaneous Approach
0RHN35Z Insertion of External Fixation Device into Right Wrist Joint, Percutaneous Approach
0RHN38Z Insertion of Spacer into Right Wrist Joint, Percutaneous Approach
0RHN43Z Insertion of Infusion Device into Right Wrist Joint, Percutaneous Endoscopic Approach
0RHN44Z Insertion of Internal Fixation Device into Right Wrist Joint, Percutaneous Endoscopic Approach
0RHN45Z Insertion of External Fixation Device into Right Wrist Joint, Percutaneous Endoscopic Approach
0RHN48Z Insertion of Spacer into Right Wrist Joint, Percutaneous Endoscopic Approach
0RHP03Z Insertion of Infusion Device into Left Wrist Joint, Open Approach
0RHP04Z Insertion of Internal Fixation Device into Left Wrist Joint, Open Approach
0RHP05Z Insertion of External Fixation Device into Left Wrist Joint, Open Approach
0RHP08Z Insertion of Spacer into Left Wrist Joint, Open Approach
0RHP33Z Insertion of Infusion Device into Left Wrist Joint, Percutaneous Approach
0RHP34Z Insertion of Internal Fixation Device into Left Wrist Joint, Percutaneous Approach
0RHP35Z Insertion of External Fixation Device into Left Wrist Joint, Percutaneous Approach
0RHP38Z Insertion of Spacer into Left Wrist Joint, Percutaneous Approach
0RHP43Z Insertion of Infusion Device into Left Wrist Joint, Percutaneous Endoscopic Approach
0RHP44Z Insertion of Internal Fixation Device into Left Wrist Joint, Percutaneous Endoscopic Approach
0RHP45Z Insertion of External Fixation Device into Left Wrist Joint, Percutaneous Endoscopic Approach
0RHP48Z Insertion of Spacer into Left Wrist Joint, Percutaneous Endoscopic Approach
0RHQ03Z Insertion of Infusion Device into Right Carpal Joint, Open Approach
0RHQ04Z Insertion of Internal Fixation Device into Right Carpal Joint, Open Approach
0RHQ05Z Insertion of External Fixation Device into Right Carpal Joint, Open Approach
0RHQ08Z Insertion of Spacer into Right Carpal Joint, Open Approach
0RHQ33Z Insertion of Infusion Device into Right Carpal Joint, Percutaneous Approach
0RHQ34Z Insertion of Internal Fixation Device into Right Carpal Joint, Percutaneous Approach
0RHQ35Z Insertion of External Fixation Device into Right Carpal Joint, Percutaneous Approach
0RHQ38Z Insertion of Spacer into Right Carpal Joint, Percutaneous Approach
0RHQ43Z Insertion of Infusion Device into Right Carpal Joint, Percutaneous Endoscopic Approach
0RHQ44Z Insertion of Internal Fixation Device into Right Carpal Joint, Percutaneous Endoscopic Approach
0RHQ45Z Insertion of External Fixation Device into Right Carpal Joint, Percutaneous Endoscopic Approach
0RHQ48Z Insertion of Spacer into Right Carpal Joint, Percutaneous Endoscopic Approach
0RHR03Z Insertion of Infusion Device into Left Carpal Joint, Open Approach
0RHR04Z Insertion of Internal Fixation Device into Left Carpal Joint, Open Approach
0RHR05Z Insertion of External Fixation Device into Left Carpal Joint, Open Approach
0RHR08Z Insertion of Spacer into Left Carpal Joint, Open Approach
0RHR33Z Insertion of Infusion Device into Left Carpal Joint, Percutaneous Approach
0RHR34Z Insertion of Internal Fixation Device into Left Carpal Joint, Percutaneous Approach
0RHR35Z Insertion of External Fixation Device into Left Carpal Joint, Percutaneous Approach
0RHR38Z Insertion of Spacer into Left Carpal Joint, Percutaneous Approach
0RHR43Z Insertion of Infusion Device into Left Carpal Joint, Percutaneous Endoscopic Approach
0RHR44Z Insertion of Internal Fixation Device into Left Carpal Joint, Percutaneous Endoscopic Approach
0RHR45Z Insertion of External Fixation Device into Left Carpal Joint, Percutaneous Endoscopic Approach
0RHR48Z Insertion of Spacer into Left Carpal Joint, Percutaneous Endoscopic Approach
0RHS03Z Insertion of Infusion Device into Right Carpometacarpal Joint, Open Approach
0RHS04Z Insertion of Internal Fixation Device into Right Carpometacarpal Joint, Open Approach
0RHS05Z Insertion of External Fixation Device into Right Carpometacarpal Joint, Open Approach
0RHS08Z Insertion of Spacer into Right Carpometacarpal Joint, Open Approach
0RHS33Z Insertion of Infusion Device into Right Carpometacarpal Joint, Percutaneous Approach
0RHS34Z Insertion of Internal Fixation Device into Right Carpometacarpal Joint, Percutaneous Approach
0RHS35Z Insertion of External Fixation Device into Right Carpometacarpal Joint, Percutaneous Approach
0RHS38Z Insertion of Spacer into Right Carpometacarpal Joint, Percutaneous Approach
0RHS43Z Insertion of Infusion Device into Right Carpometacarpal Joint, Percutaneous Endoscopic Approach
0RHS44Z Insertion of Internal Fixation Device into Right Carpometacarpal Joint, Percutaneous Endoscopic Approach
0RHS45Z Insertion of External Fixation Device into Right Carpometacarpal Joint, Percutaneous Endoscopic Approach
0RHS48Z Insertion of Spacer into Right Carpometacarpal Joint, Percutaneous Endoscopic Approach
0RHT03Z Insertion of Infusion Device into Left Carpometacarpal Joint, Open Approach
0RHT04Z Insertion of Internal Fixation Device into Left Carpometacarpal Joint, Open Approach
0RHT05Z Insertion of External Fixation Device into Left Carpometacarpal Joint, Open Approach
0RHT08Z Insertion of Spacer into Left Carpometacarpal Joint, Open Approach
0RHT33Z Insertion of Infusion Device into Left Carpometacarpal Joint, Percutaneous Approach
0RHT34Z Insertion of Internal Fixation Device into Left Carpometacarpal Joint, Percutaneous Approach
0RHT35Z Insertion of External Fixation Device into Left Carpometacarpal Joint, Percutaneous Approach
0RHT38Z Insertion of Spacer into Left Carpometacarpal Joint, Percutaneous Approach
0RHT43Z Insertion of Infusion Device into Left Carpometacarpal Joint, Percutaneous Endoscopic Approach
0RHT44Z Insertion of Internal Fixation Device into Left Carpometacarpal Joint, Percutaneous Endoscopic Approach
0RHT45Z Insertion of External Fixation Device into Left Carpometacarpal Joint, Percutaneous Endoscopic Approach
0RHT48Z Insertion of Spacer into Left Carpometacarpal Joint, Percutaneous Endoscopic Approach
0RHU03Z Insertion of Infusion Device into Right Metacarpophalangeal Joint, Open Approach
0RHU04Z Insertion of Internal Fixation Device into Right Metacarpophalangeal Joint, Open Approach
0RHU05Z Insertion of External Fixation Device into Right Metacarpophalangeal Joint, Open Approach
0RHU08Z Insertion of Spacer into Right Metacarpophalangeal Joint, Open Approach
0RHU33Z Insertion of Infusion Device into Right Metacarpophalangeal Joint, Percutaneous Approach
0RHU34Z Insertion of Internal Fixation Device into Right Metacarpophalangeal Joint, Percutaneous Approach
0RHU35Z Insertion of External Fixation Device into Right Metacarpophalangeal Joint, Percutaneous Approach
0RHU38Z Insertion of Spacer into Right Metacarpophalangeal Joint, Percutaneous Approach
0RHU43Z Insertion of Infusion Device into Right Metacarpophalangeal Joint, Percutaneous Endoscopic Approach
0RHU44Z Insertion of Internal Fixation Device into Right Metacarpophalangeal Joint, Percutaneous Endoscopic Approach
0RHU45Z Insertion of External Fixation Device into Right Metacarpophalangeal Joint, Percutaneous Endoscopic Approach
0RHU48Z Insertion of Spacer into Right Metacarpophalangeal Joint, Percutaneous Endoscopic Approach
0RHV03Z Insertion of Infusion Device into Left Metacarpophalangeal Joint, Open Approach
0RHV04Z Insertion of Internal Fixation Device into Left Metacarpophalangeal Joint, Open Approach
0RHV05Z Insertion of External Fixation Device into Left Metacarpophalangeal Joint, Open Approach
0RHV08Z Insertion of Spacer into Left Metacarpophalangeal Joint, Open Approach
0RHV33Z Insertion of Infusion Device into Left Metacarpophalangeal Joint, Percutaneous Approach
0RHV34Z Insertion of Internal Fixation Device into Left Metacarpophalangeal Joint, Percutaneous Approach
0RHV35Z Insertion of External Fixation Device into Left Metacarpophalangeal Joint, Percutaneous Approach
0RHV38Z Insertion of Spacer into Left Metacarpophalangeal Joint, Percutaneous Approach
0RHV43Z Insertion of Infusion Device into Left Metacarpophalangeal Joint, Percutaneous Endoscopic Approach
0RHV44Z Insertion of Internal Fixation Device into Left Metacarpophalangeal Joint, Percutaneous Endoscopic Approach
0RHV45Z Insertion of External Fixation Device into Left Metacarpophalangeal Joint, Percutaneous Endoscopic Approach
0RHV48Z Insertion of Spacer into Left Metacarpophalangeal Joint, Percutaneous Endoscopic Approach
0RHW03Z Insertion of Infusion Device into Right Finger Phalangeal Joint, Open Approach
0RHW04Z Insertion of Internal Fixation Device into Right Finger Phalangeal Joint, Open Approach
0RHW05Z Insertion of External Fixation Device into Right Finger Phalangeal Joint, Open Approach
0RHW08Z Insertion of Spacer into Right Finger Phalangeal Joint, Open Approach
0RHW33Z Insertion of Infusion Device into Right Finger Phalangeal Joint, Percutaneous Approach
0RHW34Z Insertion of Internal Fixation Device into Right Finger Phalangeal Joint, Percutaneous Approach
0RHW35Z Insertion of External Fixation Device into Right Finger Phalangeal Joint, Percutaneous Approach
0RHW38Z Insertion of Spacer into Right Finger Phalangeal Joint, Percutaneous Approach
0RHW43Z Insertion of Infusion Device into Right Finger Phalangeal Joint, Percutaneous Endoscopic Approach
0RHW44Z Insertion of Internal Fixation Device into Right Finger Phalangeal Joint, Percutaneous Endoscopic Approach
0RHW45Z Insertion of External Fixation Device into Right Finger Phalangeal Joint, Percutaneous Endoscopic Approach
0RHW48Z Insertion of Spacer into Right Finger Phalangeal Joint, Percutaneous Endoscopic Approach
0RHX03Z Insertion of Infusion Device into Left Finger Phalangeal Joint, Open Approach
0RHX04Z Insertion of Internal Fixation Device into Left Finger Phalangeal Joint, Open Approach
0RHX05Z Insertion of External Fixation Device into Left Finger Phalangeal Joint, Open Approach
0RHX08Z Insertion of Spacer into Left Finger Phalangeal Joint, Open Approach
0RHX33Z Insertion of Infusion Device into Left Finger Phalangeal Joint, Percutaneous Approach
0RHX34Z Insertion of Internal Fixation Device into Left Finger Phalangeal Joint, Percutaneous Approach
0RHX35Z Insertion of External Fixation Device into Left Finger Phalangeal Joint, Percutaneous Approach
0RHX38Z Insertion of Spacer into Left Finger Phalangeal Joint, Percutaneous Approach
0RHX43Z Insertion of Infusion Device into Left Finger Phalangeal Joint, Percutaneous Endoscopic Approach
0RHX44Z Insertion of Internal Fixation Device into Left Finger Phalangeal Joint, Percutaneous Endoscopic Approach
0RHX45Z Insertion of External Fixation Device into Left Finger Phalangeal Joint, Percutaneous Endoscopic Approach
0RHX48Z Insertion of Spacer into Left Finger Phalangeal Joint, Percutaneous Endoscopic Approach
0RJ00ZZ Inspection of Occipital-cervical Joint, Open Approach
0RJ03ZZ Inspection of Occipital-cervical Joint, Percutaneous Approach
0RJ04ZZ Inspection of Occipital-cervical Joint, Percutaneous Endoscopic Approach
0RJ0XZZ Inspection of Occipital-cervical Joint, External Approach
0RJ10ZZ Inspection of Cervical Vertebral Joint, Open Approach
0RJ13ZZ Inspection of Cervical Vertebral Joint, Percutaneous Approach
0RJ14ZZ Inspection of Cervical Vertebral Joint, Percutaneous Endoscopic Approach
0RJ1XZZ Inspection of Cervical Vertebral Joint, External Approach
0RJ30ZZ Inspection of Cervical Vertebral Disc, Open Approach
0RJ33ZZ Inspection of Cervical Vertebral Disc, Percutaneous Approach
0RJ34ZZ Inspection of Cervical Vertebral Disc, Percutaneous Endoscopic Approach
0RJ3XZZ Inspection of Cervical Vertebral Disc, External Approach
0RJ40ZZ Inspection of Cervicothoracic Vertebral Joint, Open Approach
0RJ43ZZ Inspection of Cervicothoracic Vertebral Joint, Percutaneous Approach
0RJ44ZZ Inspection of Cervicothoracic Vertebral Joint, Percutaneous Endoscopic Approach
0RJ4XZZ Inspection of Cervicothoracic Vertebral Joint, External Approach
0RJ50ZZ Inspection of Cervicothoracic Vertebral Disc, Open Approach
0RJ53ZZ Inspection of Cervicothoracic Vertebral Disc, Percutaneous Approach
0RJ54ZZ Inspection of Cervicothoracic Vertebral Disc, Percutaneous Endoscopic Approach
0RJ5XZZ Inspection of Cervicothoracic Vertebral Disc, External Approach
0RJ60ZZ Inspection of Thoracic Vertebral Joint, Open Approach
0RJ63ZZ Inspection of Thoracic Vertebral Joint, Percutaneous Approach
0RJ64ZZ Inspection of Thoracic Vertebral Joint, Percutaneous Endoscopic Approach
0RJ6XZZ Inspection of Thoracic Vertebral Joint, External Approach
0RJ90ZZ Inspection of Thoracic Vertebral Disc, Open Approach
0RJ93ZZ Inspection of Thoracic Vertebral Disc, Percutaneous Approach
0RJ94ZZ Inspection of Thoracic Vertebral Disc, Percutaneous Endoscopic Approach
0RJ9XZZ Inspection of Thoracic Vertebral Disc, External Approach
0RJA0ZZ Inspection of Thoracolumbar Vertebral Joint, Open Approach
0RJA3ZZ Inspection of Thoracolumbar Vertebral Joint, Percutaneous Approach
0RJA4ZZ Inspection of Thoracolumbar Vertebral Joint, Percutaneous Endoscopic Approach
0RJAXZZ Inspection of Thoracolumbar Vertebral Joint, External Approach
0RJB0ZZ Inspection of Thoracolumbar Vertebral Disc, Open Approach
0RJB3ZZ Inspection of Thoracolumbar Vertebral Disc, Percutaneous Approach
0RJB4ZZ Inspection of Thoracolumbar Vertebral Disc, Percutaneous Endoscopic Approach
0RJBXZZ Inspection of Thoracolumbar Vertebral Disc, External Approach
0RJC0ZZ Inspection of Right Temporomandibular Joint, Open Approach
0RJC3ZZ Inspection of Right Temporomandibular Joint, Percutaneous Approach
0RJC4ZZ Inspection of Right Temporomandibular Joint, Percutaneous Endoscopic Approach
0RJCXZZ Inspection of Right Temporomandibular Joint, External Approach
0RJD0ZZ Inspection of Left Temporomandibular Joint, Open Approach
0RJD3ZZ Inspection of Left Temporomandibular Joint, Percutaneous Approach
0RJD4ZZ Inspection of Left Temporomandibular Joint, Percutaneous Endoscopic Approach
0RJDXZZ Inspection of Left Temporomandibular Joint, External Approach
0RJE0ZZ Inspection of Right Sternoclavicular Joint, Open Approach
0RJE3ZZ Inspection of Right Sternoclavicular Joint, Percutaneous Approach
0RJE4ZZ Inspection of Right Sternoclavicular Joint, Percutaneous Endoscopic Approach
0RJEXZZ Inspection of Right Sternoclavicular Joint, External Approach
0RJF0ZZ Inspection of Left Sternoclavicular Joint, Open Approach
0RJF3ZZ Inspection of Left Sternoclavicular Joint, Percutaneous Approach
0RJF4ZZ Inspection of Left Sternoclavicular Joint, Percutaneous Endoscopic Approach
0RJFXZZ Inspection of Left Sternoclavicular Joint, External Approach
0RJG0ZZ Inspection of Right Acromioclavicular Joint, Open Approach
0RJG3ZZ Inspection of Right Acromioclavicular Joint, Percutaneous Approach
0RJG4ZZ Inspection of Right Acromioclavicular Joint, Percutaneous Endoscopic Approach
0RJGXZZ Inspection of Right Acromioclavicular Joint, External Approach
0RJH0ZZ Inspection of Left Acromioclavicular Joint, Open Approach
0RJH3ZZ Inspection of Left Acromioclavicular Joint, Percutaneous Approach
0RJH4ZZ Inspection of Left Acromioclavicular Joint, Percutaneous Endoscopic Approach
0RJHXZZ Inspection of Left Acromioclavicular Joint, External Approach
0RJJ0ZZ Inspection of Right Shoulder Joint, Open Approach
0RJJ3ZZ Inspection of Right Shoulder Joint, Percutaneous Approach
0RJJ4ZZ Inspection of Right Shoulder Joint, Percutaneous Endoscopic Approach
0RJJXZZ Inspection of Right Shoulder Joint, External Approach
0RJK0ZZ Inspection of Left Shoulder Joint, Open Approach
0RJK3ZZ Inspection of Left Shoulder Joint, Percutaneous Approach
0RJK4ZZ Inspection of Left Shoulder Joint, Percutaneous Endoscopic Approach
0RJKXZZ Inspection of Left Shoulder Joint, External Approach
0RJL0ZZ Inspection of Right Elbow Joint, Open Approach
0RJL3ZZ Inspection of Right Elbow Joint, Percutaneous Approach
0RJL4ZZ Inspection of Right Elbow Joint, Percutaneous Endoscopic Approach
0RJLXZZ Inspection of Right Elbow Joint, External Approach
0RJM0ZZ Inspection of Left Elbow Joint, Open Approach
0RJM3ZZ Inspection of Left Elbow Joint, Percutaneous Approach
0RJM4ZZ Inspection of Left Elbow Joint, Percutaneous Endoscopic Approach
0RJMXZZ Inspection of Left Elbow Joint, External Approach
0RJN0ZZ Inspection of Right Wrist Joint, Open Approach
0RJN3ZZ Inspection of Right Wrist Joint, Percutaneous Approach
0RJN4ZZ Inspection of Right Wrist Joint, Percutaneous Endoscopic Approach
0RJNXZZ Inspection of Right Wrist Joint, External Approach
0RJP0ZZ Inspection of Left Wrist Joint, Open Approach
0RJP3ZZ Inspection of Left Wrist Joint, Percutaneous Approach
0RJP4ZZ Inspection of Left Wrist Joint, Percutaneous Endoscopic Approach
0RJPXZZ Inspection of Left Wrist Joint, External Approach
0RJQ0ZZ Inspection of Right Carpal Joint, Open Approach
0RJQ3ZZ Inspection of Right Carpal Joint, Percutaneous Approach
0RJQ4ZZ Inspection of Right Carpal Joint, Percutaneous Endoscopic Approach
0RJQXZZ Inspection of Right Carpal Joint, External Approach
0RJR0ZZ Inspection of Left Carpal Joint, Open Approach
0RJR3ZZ Inspection of Left Carpal Joint, Percutaneous Approach
0RJR4ZZ Inspection of Left Carpal Joint, Percutaneous Endoscopic Approach
0RJRXZZ Inspection of Left Carpal Joint, External Approach
0RJS0ZZ Inspection of Right Carpometacarpal Joint, Open Approach
0RJS3ZZ Inspection of Right Carpometacarpal Joint, Percutaneous Approach
0RJS4ZZ Inspection of Right Carpometacarpal Joint, Percutaneous Endoscopic Approach
0RJSXZZ Inspection of Right Carpometacarpal Joint, External Approach
0RJT0ZZ Inspection of Left Carpometacarpal Joint, Open Approach
0RJT3ZZ Inspection of Left Carpometacarpal Joint, Percutaneous Approach
0RJT4ZZ Inspection of Left Carpometacarpal Joint, Percutaneous Endoscopic Approach
0RJTXZZ Inspection of Left Carpometacarpal Joint, External Approach
0RJU0ZZ Inspection of Right Metacarpophalangeal Joint, Open Approach
0RJU3ZZ Inspection of Right Metacarpophalangeal Joint, Percutaneous Approach
0RJU4ZZ Inspection of Right Metacarpophalangeal Joint, Percutaneous Endoscopic Approach
0RJUXZZ Inspection of Right Metacarpophalangeal Joint, External Approach
0RJV0ZZ Inspection of Left Metacarpophalangeal Joint, Open Approach
0RJV3ZZ Inspection of Left Metacarpophalangeal Joint, Percutaneous Approach
0RJV4ZZ Inspection of Left Metacarpophalangeal Joint, Percutaneous Endoscopic Approach
0RJVXZZ Inspection of Left Metacarpophalangeal Joint, External Approach
0RJW0ZZ Inspection of Right Finger Phalangeal Joint, Open Approach
0RJW3ZZ Inspection of Right Finger Phalangeal Joint, Percutaneous Approach
0RJW4ZZ Inspection of Right Finger Phalangeal Joint, Percutaneous Endoscopic Approach
0RJWXZZ Inspection of Right Finger Phalangeal Joint, External Approach
0RJX0ZZ Inspection of Left Finger Phalangeal Joint, Open Approach
0RJX3ZZ Inspection of Left Finger Phalangeal Joint, Percutaneous Approach
0RJX4ZZ Inspection of Left Finger Phalangeal Joint, Percutaneous Endoscopic Approach
0RJXXZZ Inspection of Left Finger Phalangeal Joint, External Approach
0RN00ZZ Release Occipital-cervical Joint, Open Approach
0RN03ZZ Release Occipital-cervical Joint, Percutaneous Approach
0RN04ZZ Release Occipital-cervical Joint, Percutaneous Endoscopic Approach
0RN0XZZ Release Occipital-cervical Joint, External Approach
0RN10ZZ Release Cervical Vertebral Joint, Open Approach
0RN13ZZ Release Cervical Vertebral Joint, Percutaneous Approach
0RN14ZZ Release Cervical Vertebral Joint, Percutaneous Endoscopic Approach
0RN1XZZ Release Cervical Vertebral Joint, External Approach
0RN30ZZ Release Cervical Vertebral Disc, Open Approach
0RN33ZZ Release Cervical Vertebral Disc, Percutaneous Approach
0RN34ZZ Release Cervical Vertebral Disc, Percutaneous Endoscopic Approach
0RN3XZZ Release Cervical Vertebral Disc, External Approach
0RN40ZZ Release Cervicothoracic Vertebral Joint, Open Approach
0RN43ZZ Release Cervicothoracic Vertebral Joint, Percutaneous Approach
0RN44ZZ Release Cervicothoracic Vertebral Joint, Percutaneous Endoscopic Approach
0RN4XZZ Release Cervicothoracic Vertebral Joint, External Approach
